,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
9515,550.0,12.0,328.0,0.639143728932,0.999999995025,0.796019896537,7.0,0.0,1.0,0.0,4.61890243902,7.0,4.0,548.0,144.333333333,0.0,843300.0,188842.857143,0.0,3304.7236218,2412.98619289,0.0,0.0,0.0,0.0285746129018,0.0285789070158,0.0285780177741,0.313580274216,0.600688188093,0.48467630854,0.0880165289256,0.030487804878,0.0243902439024,0.555555555556,0.444444444444,0.496136363636,0.1,1.0,-0.265625,-0.6,-0.05,0.5,-0.1,0.0,0.1,1200
9529,549.0,11.0,173.0,0.683544299471,0.999999989583,0.79166665842,6.0,3.0,0.0,0.0,4.07514450867,6.0,4.0,891.0,294.666666667,3000.0,843300.0,193966.666667,1730.33333333,4105.82007576,3165.60938981,904.0,904.0,904.0,0.0333337363495,0.0333344820409,0.200314005464,0.0333336009523,0.699684175193,0.410101010101,0.214141414141,0.0462427745665,0.0173410404624,0.727272727273,0.272727272727,0.354545454545,0.136363636364,0.5,-0.222222222222,-0.4,-0.1,0.0,0.0,0.5,0.0,1200
9540,549.0,7.0,269.0,0.747169808501,0.999999993976,0.903614452388,10.0,0.0,0.0,1.0,4.6468401487,8.0,4.0,86.0,63.5,0.0,843300.0,142575.0,0.0,4105.82007576,1691.74350069,0.0,0.0,0.0,0.0250081482367,0.0250098527279,0.525099741359,0.0250772486911,0.399805008985,0.455822197127,0.132861220905,0.0334572490706,0.0223048327138,0.6,0.4,0.399410774411,0.1,0.8,-0.117592592593,-0.166666666667,-0.0833333333333,1.0,0.0,0.5,0.0,4600
9555,549.0,9.0,780.0,0.520314547156,0.999999997817,0.720524015894,11.0,7.0,1.0,1.0,4.64102564103,6.0,4.0,488.0,214.666666667,7700.0,843300.0,277050.0,1985.97727273,3303.17539432,2546.55474909,987.0,987.0,987.0,0.533556524447,0.0333336486921,0.0333361817523,0.0333333809147,0.366440264194,0.413578088578,0.148688811189,0.0397435897436,0.0115384615385,0.775,0.225,0.378176930596,0.1,1.0,-0.35462962963,-0.8,-0.1,0.0,0.0,0.5,0.0,1100
9565,549.0,9.0,342.0,0.572700295036,0.999999995025,0.721393031237,11.0,8.0,1.0,0.0,4.8918128655,8.0,4.0,916.0,218.333333333,0.0,843300.0,164952.0,0.0,3303.17539432,2019.54558383,1300.0,8700.0,3900.0,0.0250012027599,0.0250015103533,0.0250009856787,0.0250008571101,0.899995444098,0.493579545455,0.107803030303,0.0292397660819,0.0146198830409,0.666666666667,0.333333333333,0.388522727273,0.0625,0.7,-0.245833333333,-0.3125,-0.166666666667,0.1,0.2,0.4,0.2,1000
9571,549.0,10.0,362.0,0.566197181504,0.999999995215,0.751196168655,4.0,2.0,1.0,0.0,4.73756906077,5.0,4.0,1100.0,283.4,1100.0,843300.0,343860.0,1100.0,3303.17539432,2461.0573085,1100.0,1100.0,1100.0,0.454483583702,0.0400026330768,0.0400161550411,0.0400008034604,0.42549682472,0.487916106882,0.120159725332,0.0441988950276,0.0110497237569,0.8,0.2,0.382372835498,0.136363636364,0.9,-0.383333333333,-0.8,-0.133333333333,0.0,0.0,0.5,0.0,1500
9580,549.0,13.0,434.0,0.538271603609,0.999999996094,0.67578124736,7.0,6.0,6.0,0.0,4.71889400922,6.0,4.0,810.0,254.0,5500.0,843300.0,181766.666667,1782.16071429,3303.17539432,2511.74698862,902.0,7900.0,3600.66666667,0.0334342612114,0.0334097822378,0.0333386228007,0.0333335104621,0.866483823288,0.392424242424,0.22717035217,0.0622119815668,0.00230414746544,0.964285714286,0.0357142857143,0.325416867084,0.0625,1.0,-0.166666666667,-0.166666666667,-0.166666666667,0.0,0.0,0.5,0.0,1100
9584,548.0,9.0,195.0,0.685567006775,0.999999991803,0.844262288162,3.0,1.0,0.0,0.0,5.02564102564,4.0,4.0,416.0,167.333333333,0.0,843300.0,236954.0,0.0,3315.67795193,1697.80233603,3200.0,3200.0,3200.0,0.0500134156891,0.05001260479,0.298470668859,0.0500070124587,0.551496298203,0.410649350649,0.134480519481,0.0461538461538,0.0153846153846,0.75,0.25,0.281414141414,0.136363636364,0.7,-0.216666666667,-0.4,-0.125,0.0,0.0,0.5,0.0,1400
9618,548.0,10.0,209.0,0.64878048464,0.999999992063,0.769841263731,5.0,4.0,0.0,1.0,4.84688995215,5.0,4.0,84.0,49.25,0.0,843300.0,425860.0,0.0,5623.06382979,2718.0730144,1500.0,10700.0,6733.33333333,0.0401755369846,0.0400013257798,0.640989086639,0.238830806883,0.0400032437131,0.245512820513,0.0538461538462,0.0143540669856,0.0143540669856,0.5,0.5,0.283333333333,0.1,0.5,-0.266666666667,-0.5,-0.1,0.0,0.0,0.5,0.0,585
9622,548.0,10.0,275.0,0.610909088688,0.999999993377,0.847682113592,8.0,3.0,0.0,0.0,4.10909090909,10.0,4.0,710.0,261.9,1600.0,843300.0,158430.0,1138.0,4747.69565217,3034.29869814,902.0,1600.0,1251.0,0.161375711529,0.0209011798916,0.0211108679178,0.258754592044,0.537857648618,0.414328063241,0.263537549407,0.0618181818182,0.0145454545455,0.809523809524,0.190476190476,0.399197860963,0.05,1.0,-0.33125,-0.6,-0.125,0.0,0.0,0.5,0.0,603
9627,548.0,11.0,294.0,0.61347517513,0.999999994152,0.760233913683,2.0,1.0,1.0,0.0,4.79931972789,6.0,4.0,447.0,135.25,0.0,843300.0,161850.0,0.0,3315.67795193,1748.81700865,2200.0,2200.0,2200.0,0.033338664092,0.206025445327,0.693052299982,0.0334689371623,0.0341146534368,0.427619047619,0.175535714286,0.0408163265306,0.0136054421769,0.75,0.25,0.344642857143,0.15,0.6,-0.10625,-0.125,-0.1,0.2,-0.1,0.3,0.1,1300
9631,548.0,10.0,372.0,0.529745040992,0.999999995614,0.666666663743,9.0,1.0,1.0,0.0,4.5376344086,7.0,4.0,463.0,158.428571429,10400.0,843300.0,240171.428571,1677.68181818,5458.0,2821.0087886,577.0,577.0,577.0,0.483515028053,0.0288757466195,0.430428552125,0.0286069030645,0.0285737701378,0.377150537634,0.127956989247,0.0403225806452,0.0161290322581,0.714285714286,0.285714285714,0.39,0.1,0.7,-0.230555555556,-0.5,-0.125,0.0,0.0,0.5,0.0,970
9635,548.0,8.0,762.0,0.375346259868,0.999999997743,0.496613994364,11.0,2.0,1.0,0.0,4.89763779528,8.0,4.0,309.0,132.142857143,0.0,843300.0,153025.0,0.0,4637.98412698,2946.24076614,5200.0,5200.0,5200.0,0.0255206385434,0.0250285705299,0.15079295251,0.0251019343468,0.77355590407,0.377904238619,0.0835140306122,0.0314960629921,0.0209973753281,0.6,0.4,0.280629960317,0.0625,1.0,-0.144270833333,-0.4,-0.05,0.0,0.0,0.5,0.0,987
9641,548.0,9.0,609.0,0.536013399437,0.999999997118,0.729106626141,19.0,0.0,1.0,0.0,4.5960591133,5.0,4.0,294.0,170.333333333,0.0,843300.0,191980.0,0.0,3779.3923445,2123.31125555,0.0,0.0,0.0,0.0418216685868,0.0404744361583,0.592583478814,0.28511417592,0.0400062405206,0.45283098295,0.137613922673,0.0607553366174,0.0213464696223,0.74,0.26,0.380775125775,0.0333333333333,1.0,-0.316132478632,-0.8,-0.05,0.0,0.0,0.5,0.0,238
9644,548.0,9.0,404.0,0.569999998575,0.999999995868,0.72314049288,5.0,2.0,1.0,0.0,4.91584158416,7.0,4.0,572.0,151.666666667,0.0,843300.0,245157.142857,0.0,3315.67795193,2576.12996182,3800.0,15200.0,9500.0,0.0285876074905,0.0285738480858,0.346215326848,0.0285726172739,0.568050600302,0.413852813853,0.0230248917749,0.0272277227723,0.029702970297,0.478260869565,0.521739130435,0.349955726092,0.0625,0.5,-0.255555555556,-0.5,-0.05,0.8,0.0,0.3,0.0,831
9652,547.0,13.0,332.0,0.604361368834,0.999999995,0.74999999625,9.0,3.0,0.0,1.0,4.51204819277,10.0,4.0,1600.0,296.0,0.0,843300.0,162870.0,0.0,4532.0,2197.9246289,245.0,2900.0,1572.5,0.204994375801,0.0202008644314,0.733952541791,0.0200033354554,0.0208488825212,0.362222222222,0.149,0.0361445783133,0.0331325301205,0.521739130435,0.478260869565,0.410555555556,0.16,0.5,-0.190151515152,-0.3,-0.05,0.0,0.0,0.5,0.0,1100
9659,547.0,14.0,224.0,0.631067958102,0.999999992,0.75999999392,6.0,4.0,1.0,0.0,4.21875,4.0,4.0,181.0,87.25,15600.0,843300.0,252950.0,1943.06138107,3310.2616454,2836.52075421,2300.0,5200.0,3750.0,0.0501253303391,0.0500019725538,0.0500247760391,0.0500001177105,0.799847803357,0.451470588235,0.143137254902,0.0446428571429,0.0133928571429,0.769230769231,0.230769230769,0.355,0.1,0.7,-0.138888888889,-0.166666666667,-0.125,0.0,0.0,0.5,0.0,1200
9666,547.0,7.0,548.0,0.491712706277,0.999999996774,0.680645159095,7.0,6.0,1.0,0.0,4.92700729927,7.0,4.0,387.0,89.5714285714,990.0,843300.0,224370.0,580.818181818,3310.2616454,1835.55079688,387.0,3500.0,1224.25,0.0285722331923,0.0285826320985,0.53095154406,0.383319204018,0.0285743866311,0.432425015461,0.0724528447743,0.0200729927007,0.014598540146,0.578947368421,0.421052631579,0.321546635183,0.1,0.6,-0.188541666667,-0.5,-0.1,0.0,0.0,0.5,0.0,3300
9670,547.0,10.0,363.0,0.573407200628,0.999999995283,0.745283015352,8.0,3.0,1.0,0.0,4.59504132231,8.0,4.0,744.0,162.857142857,0.0,843300.0,343300.0,0.0,5593.2,3662.27444611,1000.0,16300.0,8650.0,0.0250272050448,0.269391992993,0.120693004094,0.559873488003,0.0250143098645,0.451977942692,0.166605854463,0.0523415977961,0.0192837465565,0.730769230769,0.269230769231,0.400472772841,0.1,0.8,-0.203968253968,-0.5,-0.05,0.479166666667,0.125,0.0208333333333,0.125,4000
9677,547.0,10.0,220.0,0.599999997209,0.999999992958,0.661971826324,10.0,5.0,1.0,0.0,4.65909090909,8.0,4.0,1200.0,388.75,2100.0,843300.0,178087.5,1433.33333333,3310.2616454,2546.43587232,1600.0,2800.0,2200.0,0.0251859388312,0.025203965789,0.0250032306684,0.0250002874761,0.899606577235,0.35946969697,0.187563131313,0.0409090909091,0.0,1.0,0.0,0.272306397306,0.0333333333333,0.6,0.0,0.0,0.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,808
9681,547.0,10.0,128.0,0.711999994304,0.999999987952,0.831325291189,4.0,2.0,1.0,0.0,4.8359375,6.0,4.0,279.0,124.5,14800.0,843300.0,232416.666667,2270.36842105,3310.2616454,2931.33969863,2000.0,2000.0,2000.0,0.0334593718667,0.0333352408958,0.0334677404415,0.0333335349263,0.86640411187,0.357992424242,0.107007575758,0.078125,0.03125,0.714285714286,0.285714285714,0.261515151515,0.1,0.6,-0.11875,-0.2,-0.05,0.477272727273,0.318181818182,0.0227272727273,0.318181818182,1600
9687,547.0,7.0,675.0,0.484162895197,0.99999999759,0.631325299684,9.0,8.0,7.0,2.0,4.74222222222,4.0,4.0,963.0,327.5,5300.0,843300.0,251450.0,2995.88888889,3543.19626168,3224.29399678,790.0,7300.0,3948.33333333,0.547575396598,0.0500109418607,0.0503193180157,0.0518993658766,0.300194977649,0.424623319942,0.0887093403051,0.0355555555556,0.0162962962963,0.685714285714,0.314285714286,0.346185064935,0.0333333333333,1.0,-0.267191142191,-0.5,-0.05,0.0,0.0,0.5,0.0,3400
9694,547.0,7.0,396.0,0.554430378343,0.999999995633,0.707423577697,7.0,0.0,1.0,0.0,4.82323232323,7.0,4.0,751.0,274.142857143,2800.0,843300.0,166385.714286,1730.2,6583.81818182,3303.94418412,0.0,0.0,0.0,0.0286842494916,0.0289029779853,0.433979763712,0.0286023952014,0.47983061361,0.327775443511,0.0744145233851,0.0328282828283,0.0126262626263,0.722222222222,0.277777777778,0.329665334665,0.136363636364,1.0,-0.201111111111,-0.5,-0.1,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,246
9710,547.0,11.0,727.0,0.450762828778,0.999999997543,0.621621620094,6.0,5.0,1.0,0.0,4.30674002751,5.0,4.0,469.0,154.75,0.0,843300.0,251560.0,0.0,3310.2616454,2078.6778939,660.0,3900.0,1725.75,0.0401430010745,0.0400055688207,0.0400036186944,0.0400033313783,0.839844480032,0.532537236775,0.114182074987,0.0495185694635,0.0178817056396,0.734693877551,0.265306122449,0.364993686869,0.0625,1.0,-0.370512820513,-0.8,-0.125,0.45,0.2,0.05,0.2,661
9718,547.0,11.0,358.0,0.530898874913,0.999999994624,0.715053759596,4.0,2.0,0.0,1.0,4.33798882682,9.0,4.0,86.0,46.5714285714,0.0,843300.0,299577.777778,0.0,5320.54811206,2634.47453923,4900.0,4900.0,4900.0,0.02223817413,0.0222640411331,0.499472061577,0.251278347872,0.204747375289,0.524444444444,0.142222222222,0.0446927374302,0.0223463687151,0.666666666667,0.333333333333,0.382291666667,0.1,0.7,-0.20625,-0.5,-0.05,0.0,0.0,0.5,0.0,3000
9724,546.0,8.0,143.0,0.693430651873,0.999999989796,0.724489788526,6.0,3.0,1.0,0.0,4.71328671329,4.0,4.0,119.0,75.75,19200.0,843300.0,542700.0,1553.73626374,3302.64599856,2610.00474648,646.0,1500.0,1048.66666667,0.550035211798,0.0500014487103,0.299843429143,0.0500004753496,0.0501194349995,0.329444444444,-0.0163888888889,0.027972027972,0.034965034965,0.444444444444,0.555555555556,0.191666666667,0.1,0.25,-0.2025,-0.5,-0.1,0.333333333333,0.25,0.166666666667,0.25,1000
9731,546.0,10.0,968.0,0.485981307907,0.99999999811,0.739130433385,9.0,4.0,1.0,0.0,4.39049586777,8.0,4.0,95.0,69.0,0.0,843300.0,160687.5,0.0,5217.8836478,1892.75358318,1200.0,6800.0,3666.66666667,0.0252957419515,0.0250128282813,0.0250067502723,0.0250609536407,0.899623725854,0.462905745049,0.0966257948401,0.0433884297521,0.0237603305785,0.646153846154,0.353846153846,0.41646567718,0.1,1.0,-0.349939613527,-0.8,-0.05,0.65,0.15,0.15,0.15,452
9739,546.0,7.0,487.0,0.591752576099,0.999999996564,0.786941578052,11.0,0.0,1.0,0.0,4.70636550308,9.0,4.0,458.0,168.666666667,0.0,843300.0,148044.444444,0.0,4768.42857143,2477.63551062,0.0,0.0,0.0,0.0222259607948,0.0223148013464,0.0222617709932,0.0222604408966,0.910937025969,0.473020619731,0.0387545568467,0.0349075975359,0.0328542094456,0.515151515152,0.484848484848,0.336970970206,0.1,0.8,-0.323958333333,-1.0,-0.0833333333333,0.0,0.0,0.5,0.0,220
9745,546.0,11.0,173.0,0.621301771472,0.999999990654,0.785046721635,5.0,4.0,1.0,0.0,4.77456647399,6.0,4.0,644.0,214.0,0.0,843300.0,394000.0,0.0,5992.16666667,3287.76863877,644.0,16900.0,6168.66666667,0.43065531465,0.0333356534324,0.0334085300458,0.0333336400043,0.469266861868,0.321742424242,0.0860227272727,0.0346820809249,0.0115606936416,0.75,0.25,0.180871212121,0.0625,0.3,-0.1125,-0.125,-0.1,0.0,0.0,0.5,0.0,493
9751,546.0,8.0,545.0,0.474860334311,0.999999996587,0.641638223066,11.0,8.0,1.0,0.0,4.44036697248,10.0,4.0,662.0,271.5,0.0,843300.0,127900.0,0.0,5132.26760563,2953.70113568,3300.0,3600.0,3450.0,0.312125316137,0.0200289963263,0.364757281427,0.190018288255,0.113070117855,0.420572047001,0.203513450835,0.0366972477064,0.00550458715596,0.869565217391,0.130434782609,0.417711038961,0.0333333333333,1.0,-0.166666666667,-0.1875,-0.125,0.0,0.0,0.5,0.0,1800
9755,546.0,13.0,474.0,0.606060604749,0.999999996587,0.767918086116,14.0,2.0,1.0,1.0,4.79746835443,10.0,4.0,731.0,155.7,4600.0,843300.0,348950.0,1990.14285714,4937.9692623,3196.44810945,1800.0,1800.0,1800.0,0.0203783271726,0.0204720932949,0.291980997169,0.546493916967,0.120674665397,0.360591206179,0.0933897801545,0.035864978903,0.0147679324895,0.708333333333,0.291666666667,0.377629233512,0.0333333333333,1.0,-0.420634920635,-1.0,-0.155555555556,0.0,0.0,0.5,0.0,1800
9762,546.0,8.0,603.0,0.442211054536,0.999999997143,0.594285712588,10.0,5.0,1.0,0.0,4.65339966833,7.0,4.0,1100.0,301.571428571,1100.0,843300.0,221785.714286,1100.0,3302.64599856,1990.34435042,656.0,1200.0,792.0,0.0289378503662,0.0285734878208,0.603029871584,0.0285727191812,0.310886071048,0.246904761905,0.0380952380952,0.0149253731343,0.00663349917081,0.692307692308,0.307692307692,0.292592592593,0.1,0.5,-0.25,-0.4,-0.05,0.0,0.0,0.5,0.0,1000
9764,546.0,7.0,569.0,0.53451327339,0.999999997151,0.703703701699,4.0,2.0,1.0,0.0,5.06854130053,9.0,4.0,534.0,184.875,0.0,843300.0,231788.888889,0.0,4265.41040462,2483.14935619,2700.0,2700.0,2700.0,0.140582703321,0.0222569435394,0.0222256590549,0.02222237489,0.792712319195,0.401354133671,0.164838718192,0.0421792618629,0.0158172231986,0.727272727273,0.272727272727,0.371579635642,0.0625,1.0,-0.22328042328,-0.4,-0.0714285714286,1.0,0.0,0.5,0.0,981
